ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
3387,"9079110750","0000","CRISTALL VODKA 750ML","750ML","1","15.41","0.000","20.99","1","15.410","0.000","20.99","Tax","LIQUOR","LIQUOR","ACE DISTRIBUTING","0.00",0,"26.58",12,1,"D",0,"general",0,"41981",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3390,"Trescone","0000","LAMBORGHINI TRESCONE","MISC","1","11.99","0.000","13.99","1","11.990","0.000","13.99","Tax","NOCODE",,"UNKNOWN","0.00",0,"14.30",1,1,"D",0,"general",0,"86127",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3391,"3448920003","0000","ARTESA CARNEROS CHARDONNAY","750ML","1","13.33","0.000","19.99","1","13.330","0.000","19.99","Tax","WINE","WINE","NULL","0.00",0,"33.32",12,1,"D",0,"general",0,"26870",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3392,"8500001754","0000","BLACK SWAN PINO GRI. 1.5L","1.5LT","1","7.50","0.000","9.99","1","7.500","0.000","9.99","Tax","WINE","WINE","CDI MERCH-D","0.00",0,"24.92",6,1,"D",0,"general",0,"35602",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3396,"1820026154","0000","MICH ULTRA MIXED BERRY SINGLE","SINGLE","1","2.72","0.000","3.49","1","2.720","0.000","3.49","Tax","MISC","MISC","NULL","0.00",0,"22.06",1,1,"D",0,"general",0,"80412",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3397,"9050000066","0000","TUSCANY MTH. LIGHT 100S","MISC","1","2.45","0.000","3.28","1","2.450","0.000","3.28","Tax","CIGS",,"MANCHESTER T","0.00",0,"25.30",1,1,"D",0,"general",0,"99331",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3398,"5000114705","0000","LAWS TRIPLE SUNSHINE 4PK","4PK","1","14.81","0.000","18.99","1","14.810","0.000","18.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.01",6,1,"D",0,"general",0,"77012",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3399,"8901600821","089016008217","SOBIESKI  VODKA 1 L","1LT","1","9.65","0.000","14.99","1","9.650","0.000","14.99","Tax","VODKA","LIQUOR","OPICI","7.00",7,"35.62",1,1,"C",0,"general",0,"54382",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3402,"8869284016","088692840166","STERLING NAPA CABERNET","750ML","1","22.49","0.000","37.99","1","22.490","0.000","37.99","Tax","WINE","WINE","ALLAN S GOOD","0.00",0,"40.80",12,2,"D",0,"general",0,"54168",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3403,"8500000698","085000006986","CARLO ROSSI BURGUNDY 1.5L","1.5LT","1","6.00","0.000","9.99","1","6.000","0.000","9.99","Tax","WINE","WINE","CDI MERCH-D","0.00",0,"39.94",6,2,"D",0,"general",0,"28378",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3407,"4944000023","0000","OMMEGANG HENNEPIN ALE","MISC","1","7.00","0.000","12.99","1","7.000","0.000","12.99","Tax","6-PKBEER",,"NULL","0.00",0,"46.11",1,1,"D",0,"general",0,"52980",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3409,"9865219004","098652190040","CLINE MOURVEDRE ROSE 750ML","750ML","1","10.00","0.000","14.99","1","10.000","0.000","14.99","Tax","US WINE","WINE","SLOCUM & SONS INC","1.00",1,"33.29",12,2,"B",0,"general","5101719","69127",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3411,"8310348869","0000","PUERTO VALLARTA TAQ. 375ML","375ML","1","4.91","0.000","7.99","1","4.910","0.000","7.99","Tax","LIQ 200",,"ACE DISTRIBUTING","0.00",0,"38.55",24,1,"D",0,"general",0,"96416",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3414,"8200000284","0000","CLUB VODKA MARTINI 200ML GLS","200ML","1","1.49","0.000","1.99","1","1.490","0.000","1.99","Tax","LIQUOR","LIQUOR","BRESCOME","0.00",0,"25.13",24,1,"D",0,"general",0,"63798",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3421,"8973336721","0000","WATERCOLORS SYNERGY 6-4PK","4PK","1","17.15","0.000","21.99","1","17.150","0.000","21.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.01",6,1,"D",0,"general",0,"57238",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3423,"8500000547","0000","FAIRBANKS CPD SHERRY","1.50","1","6.00","0.000","7.99","1","6.000","0.000","7.99","Tax","WINE","WINE","CDI MERCH-D","0.00",0,"24.91",1,1,"D",0,"general",0,"88450",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3424,"8020301935","680203019353","WILLETT POT STILL RESERVE 750ML","750ML","1","40.00","39.670","50.99","1","40.000","39.670","50.99","Tax","BOURBON","LIQUOR","OPICI","2.00",2,"21.55",0,0,"D",0,"general","2919","24221",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3426,"8308980035","0000","TOMMY BAHAMA RUM 375ML","375ML","1","9.99","0.000","13.99","1","9.990","0.000","13.99","Tax","LIQUOR","LIQUOR","BRESCOME","0.00",0,"28.59",24,1,"D",0,"general",0,"53291",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3427,"8678512029","0000","SER GIOVETO 750ML","750ML","1","36.00","0.000","49.99","1","36.000","0.000","49.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"27.99",12,1,"D",0,"general",0,"45536",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3429,"8858600096","088586000966","STIMSON MERLOT 1.5L","1.5LT","1","11.51","0.000","15.99","1","11.510","0.000","15.99","Tax","US WINE","WINE","ALLAN S GOOD","0.00",0,"28.02",0,0,"D",0,"general",0,"22956",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3430,"8847400805","088474008050","RELAX PINK ROSE 750ML","750ML","1","6.67","0.000","10.99","1","6.670","0.000","10.99","Tax","WINE","WINE","HARTLEY PARKER","0.00",0,"39.31",0,0,"D",0,"general",0,"10948",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3431,"7231163001","072311630016","PILSNER URQUELL 6 PACK","6PK","1","8.90","0.000","12.99","1","8.897","0.000","12.99","Tax","BEER","BEER","NULL","0.00",0,"31.51",4,3,"D",0,"general",0,"51776",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3433,"1257200848","812572008489","RASCAL PINOT GRIGIO 750ML",,"1","9.00","0.000","13.99","1","9.000","0.000","13.99","Tax","WINE","WINE","NULL","0.00",0,"35.67",4,4,"D",0,"general",0,"56184",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3434,"5644200516","0000","GEHRICKE RUSSIAN RIVER CHARDONNAY 6PK","6PK","1","25.00","0.000","34.99","1","25.000","0.000","34.99","Tax","WINE","WINE","NULL","0.00",0,"28.55",4,1,"D",0,"general",0,"97625",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3435,"4944000254","0000","OMME GANG ROSE CIDER 4PK","4PK","1","10.13","0.000","12.99","1","10.130","0.000","12.99","Tax","MISC","MISC","UNKNOWN","0.00",0,"22.02",6,1,"D",0,"general",0,"25117",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3436,"s5530202631","0000","HOOKER DOBBLE IPA","MISC","1","3.00","0.000","4.99","1","3.000","0.000","4.99","Tax","BEER","BEER","NULL","0.00",0,"39.88",1,1,"D",0,"general",0,"09757",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3437,"8681651733","0000","LADY BLIGHT SPICED RUM 1 LT","1LT","1","7.25","0.000","11.99","1","7.250","0.000","11.99","Tax","RUM","LIQUOR","SLOCUM & SONS INC","0.00",0,"39.53",12,1,"D",0,"general",0,"32166",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3439,"2629910130","0000","KUNDE ESTATE MERLOT","750","1","10.99","0.000","15.99","1","10.990","0.000","15.99","Tax","WINE","WINE","HARTLEY PARKER","0.00",0,"31.27",1,1,"D",0,"general",0,"73107",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3443,"3770406251","0000","TROEGS PERPETUAL IPA","MISC","1","8.25","0.000","11.49","1","8.250","0.000","11.49","Tax","6-PKBEER",,"NULL","0.00",0,"28.20",1,1,"D",0,"general",0,"83836",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3444,"2105900284","721059002844","WILD TURKEY LONGBRANCH BOURBON WHISKEY 750ML","750ML","1","32.99","32.990","43.99","1","32.990","32.990","43.99","Tax","BOURBON","LIQUOR","BRESCOME","2.00",2,"25.01",0,0,"D",0,"general","7326","10547",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3445,"8866445203","088664452038","MAJORSKA 100 PROOF VODKA 200ML","200ML","1","2.73","2.730","3.99","1","2.730","2.730","3.99","Tax","VODKA","LIQUOR","MARTIGNETTI ","0.00",0,"31.58",0,0,"D",0,"general","6523373","73509",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3446,"8308530118","0000","ESTANCIA PINOT NOIR 750ML","750ML","1","10.41","0.000","12.99","1","10.410","0.000","12.99","Tax","US WINE","WINE","BRESCOME","0.00",0,"19.86",12,1,"D",0,"general",0,"82908",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3447,"7278312999","0000","ANCHOR BREWING 12PKS","12PK","1","13.50","0.000","17.99","1","13.500","0.000","17.99","Tax","12PKBEER",,"NULL","0.00",0,"24.96",2,1,"D",0,"general",0,"96793",2,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
3449,"1820017995","0000","WILD RED 6PK BTL.","6PK","1","6.12","0.000","8.49","1","6.120","0.000","8.49","Tax","6-PKBEER",,"DICHELLO","0.00",0,"27.92",4,1,"D",0,"general",0,"13866",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3453,"8036915307","0000","PEAK ORGANIC IPA","MISC","1","7.50","0.000","11.99","1","7.500","0.000","11.99","Tax","6-PKBEER",,"NULL","0.00",0,"37.45",1,1,"D",0,"general",0,"46427",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3455,"7-04563-00054-4","0000","BBC SESSION IPA 22OZ","22OZ","1","3.58","0.000","4.99","1","3.580","0.000","4.99","Tax","BEER","BEER","NULL","0.00",0,"28.26",12,1,"D",0,"general",0,"85286",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3456,"5000608636","0000","SAFE HARBOR IPA","MISC","1","8.00","0.000","12.99","1","8.000","0.000","12.99","Tax","6-PKBEER",,"UNKNOWN","0.00",0,"38.41",1,1,"D",0,"general",0,"70909",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3457,"6387800142","763878001424","TWO OCEANS CHARDONNAY 1.5L","1.5LT","1","10.00","0.000","13.99","1","10.000","0.000","13.99","Tax","WINE","WINE","NULL","0.00",0,"28.52",0,0,"D",0,"general",0,"69813",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3458,"0487957352","0000","STONYCREEK IPA","MISC","1","11.66","0.000","16.99","1","11.660","0.000","16.99","Tax","6-PKBEER",,"NULL","0.00",0,"31.37",0,0,"D",0,"general",0,"27168",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3462,"s1001468063","0000","BEER SINGLE","SINGLE","1","3.11","0.000","3.99","1","3.110","0.000","3.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.06",1,1,"D",0,"general",0,"21733",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3465,"5114800500","0000","BLOOD ORANGE PALE ALE 6PKS","6PK","1","8.25","0.000","11.99","1","8.250","0.000","11.99","Tax","BEER","BEER","NULL","0.00",0,"31.19",4,1,"D",0,"general",0,"16705",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3467,"9242000121","0000","PRIDE & CLARKE VODKA 750ML","750ML","1","5.25","0.000","7.99","1","5.250","0.000","7.99","Tax","LIQUOR","LIQUOR","SLOCUM & SONS INC","0.00",0,"34.29",12,1,"D",0,"general",0,"55163",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3470,"8800414469","088004144692","FIREBALL CINNAMON WHISKY TRAVELLER 750ML","750ML","1","14.99","0.000","17.99","1","14.990","0.000","17.99","Tax","WHISKEY","LIQUOR","NORTHEAST","0.00",0,"16.68",12,1,"D",0,"general","606754","58626",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3471,"1390010004","0000","BAR-TENDERS SWEET LIME 750ML","750ML","1","4.67","0.000","5.99","1","4.670","0.000","5.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"22.04",12,1,"D",0,"general",0,"51868",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3473,"8941900726","0000","S.RITA CARMENERE750ML","750ML","1","4.66","0.000","7.99","1","4.660","0.000","7.99","Tax","WINE","WINE","WORLD WIDE","0.00",0,"41.68",12,1,"D",0,"general",0,"96149",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3474,"8312054181","0000","GLEN ELLEN CAB-SAU. 3L","3LT","1","11.24","0.000","14.99","1","11.240","0.000","14.99","Tax","BOX WINE",,"BRESCOME","0.00",0,"25.02",3,1,"D",0,"general",0,"21846",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3476,"8954044935","089540449357","MALIBU COCONUT RUM 200ML","200ML","1","5.12","5.120","8.99","1","5.120","5.120","8.99","NoTax","RUM","LIQUOR","CDI","5.00",5,"43.05",24,5,"B",0,"general","9000768","65535",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3477,"8600300519","0000","THORNY ROSE SAU.BLANC","MISC","1","8.57","0.000","10.99","1","8.570","0.000","10.99","Tax","WINE","WINE","NULL","0.00",0,"22.02",1,1,"D",0,"general",0,"19778",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3479,"8068680501","0000","TEACHER'S SCOTCH 1.75ML",,"1","19.41","0.000","24.99","1","19.410","0.000","24.99","Tax","SCOTCH","LIQUOR","NULL","0.00",0,"22.33",0,0,"D",0,"general",0,"38938",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3480,"3595781301","0000","HELLER ESTATE CAB SAV 750ML","750ML","1","11.49","0.000","14.99","1","11.490","0.000","14.99","Tax","WINE","WINE","HARTLEY PARKER","0.00",0,"23.35",12,1,"D",0,"general",0,"79237",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3481,"8200077036","0000","PELIGROSO REPOSADO","MISC","1","22.61","0.000","28.99","1","22.610","0.000","28.99","Tax","TEQUILA","LIQUOR","NULL","0.00",0,"22.01",1,1,"D",0,"general",0,"51227",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3483,"0588131421","0000","WEYERBACHER IPA","MISC","1","8.50","0.000","11.99","1","8.500","0.000","11.99","Tax","BEER","BEER","NULL","0.00",0,"29.11",1,1,"D",0,"general",0,"54533",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3484,"2220173225","0000","SKYGAZER","MISC","1","14.91","0.000","22.99","1","14.910","0.000","22.99","Tax","BEER","BEER","UNKNOWN","0.00",0,"35.15",1,1,"D",0,"general",0,"45037",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3486,"8112800215","0000","SLANE IRISH WHISKEY","1000ML","1","33.00","0.000","43.99","1","33.000","0.000","43.99","Tax","WHISKEY","LIQUOR","UNKNOWN","0.00",0,"24.98",1,1,"D",0,"general",0,"87267",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3488,"8835212354","0000","MARGARITAVILLE LIME 50ML","50ML","1","0.54","0.000","0.99","1","0.540","0.000","0.99","Tax","LIQ 50",,"DICHELLO","0.00",0,"45.45",120,1,"D",0,"general",0,"23857",120,,,,,0,0,"Inventory Item","Environmental fee","No Deposit",0,0,0,0,,,0,0
3490,"8700050692","0000","PARROT BAY PASSION FRUIT 200ML","200ML","1","3.82","0.000","4.99","1","3.820","0.000","4.99","Tax","RUM","LIQUOR","HARTLEY PARKER","0.00",0,"23.45",24,1,"D",0,"general",0,"84570",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3491,"5209200857, undefined","852092008576, 852092008576","LITCHFIELD MANHATTAN RTD COCKTAIL 750ML","750ML","1","32.96","32.910","44.99","1","32.960","32.910","44.99","Tax","BOURBON","LIQUOR","EDER BROS","0.00, 3.00",3,"26.74",0,0,"D",0,"general","6112595","79053",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3493,"8724188109","087241881094","MEZZACORONA PINOT GRIGIO 1.5L","1.5LT","1","10.01","10.000","13.99","1","10.010","10.000","13.99","Tax","WINE","WINE","CDI","2.00",2,"28.45",1,1,"C",0,"general","1720929","62142",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3495,"8068696772","080686967729","CRUZAN PINEAPPLE RUM 750ML","750ML","1","14.99","0.000","19.99","1","14.990","0.000","19.99","Tax","RUM","LIQUOR","HARTLEY PARKER","0.00",0,"25.01",0,0,"D",0,"general",0,"05211",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3501,"9353229123","0000","BADGER MOUNTAIN PINOT N 750ML","750ML","1","11.33","0.000","16.99","1","11.330","0.000","16.99","Tax","WINE","WINE","NULL","0.00",0,"33.31",12,1,"D",0,"general",0,"57864",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3502,"8894000014","088940000144","TAYLOR DRY SHERRY 1.5L","1.5LT","1","9.99","0.000","13.99","1","9.990","0.000","13.99","Tax","SHERRY",,"CDI","0.00",0,"28.59",0,0,"D",0,"general",0,"50925",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3503,"1564325392","0000","PINOT GRIS","MISC","1","8.50","0.000","12.99","1","8.500","0.000","12.99","Tax","WINE","WINE","NULL","0.00",0,"34.57",1,1,"D",0,"general",0,"13542",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3504,"8292839982","082928399824","DI AMORE AMARETTO ","750ML","1","8.99","0.000","16.99","1","8.990","0.000","16.99","Tax","LIQUOR","LIQUOR","BRESCOME","0.00",0,"47.09",0,0,"D",0,"general",0,"26234",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3505,"8170600004","0000","CHIMAY PREMIERE 750ML","750ML","1","9.58","0.000","12.99","1","9.580","0.000","12.99","Tax","BEER","BEER","STAR","0.00",0,"26.25",12,1,"D",0,"general",0,"71016",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3507,"8811001130","088110011307","JOHNNIE WALKER BLACK 750ML","750ML","1","26.91","27.050","32.99","1","26.910","27.050","32.99","Tax","SCOTCH","LIQUOR","NORTHEAST","6.00",6,"18.43",0,0,"D",0,"general","650702","83548",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3509,"1375749030","0000","HOOKER'S","MISC","1","7.25","0.000","9.99","1","7.250","0.000","9.99","Tax","6-PKBEER",,"NULL","0.00",0,"27.43",1,1,"D",0,"general",0,"08801",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3510,"8143470020","081434700209","BLACK BOX PINOT GRIGIO 500ML","500ML","1","3.03","3.030","4.99","1","3.030","3.030","4.99","Tax","WINE","WINE","CDI","14.00",14,"39.28",12,12,"B",0,"general","9145306","80563",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3511,"1820020337","018200203374","MICHELOB ULTRA ORGANIC SELTZER COCONUT WATER 12OZ 12PK CANS","12PK","1","0.00","16.440","19.99","1","0.000","16.440","19.99","Tax","RTD COCKTAILS","LIQUOR","HDI","0.00",0,"100.00",0,0,"D",0,"general","7315","49900",2,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
3512,"8308561059","0000","VERAMONTE CHARDONNAY","750ML","1","6.66","0.000","10.99","1","6.660","0.000","10.99","Tax","WINE","WINE","BRESCOME","0.00",0,"39.40",12,1,"D",0,"general",0,"24132",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3515,"2734400099","0000","LE MERIE","MISC","1","5.45","0.000","6.99","1","5.450","0.000","6.99","Tax","BEER","BEER","NULL","0.00",0,"22.03",1,1,"D",0,"general",0,"19641",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3517,"1996261523","0000","LONE PINE DOBBLE IPA","MISC","1","13.05","0.000","18.99","1","13.050","0.000","18.99","Tax","6-PKBEER",,"NULL","0.00",0,"31.28",1,1,"D",0,"general",0,"07708",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3520,"2105905175","0000","CUTTY SARK","MISC","1","25.91","0.000","30.99","1","25.910","0.000","30.99","Tax","WHISKEY","LIQUOR","BRESCOME","0.00",0,"16.39",1,1,"D",0,"general",0,"48485",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3521,"6256700026, 6210000567","862567000264, 0000","LITCHFIELD VANILLA BOURBON 750ML","750ML","1","40.24","0.000","51.99","1","40.240","0.000","51.99","Tax","BOURBON","LIQUOR","EDER BROS","1.00, 1.00",2,"22.60",0,0,"D",0,"general","663791","66626",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3523,"5919900343","0000","CITIZION CIDER","MISC","1","8.15","0.000","10.99","1","8.150","0.000","10.99","Tax","BEER","BEER","NULL","0.00",0,"25.84",1,1,"D",0,"general",0,"90009",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3524,"0580000022","605800000221","BELHAVEN SCOTTISH ALE 12OZ 6PK","6PK","1","10.64","0.000","13.99","1","10.640","0.000","13.99","Tax","6-PKBEER",,"NULL","0.00",0,"23.95",0,0,"D",0,"general",0,"70597",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3529,"8678549416","0000","MON FRERE CAB.SAUV","MISC","1","9.33","0.000","14.99","1","9.330","0.000","14.99","Tax","WINE","WINE","NULL","0.00",0,"37.76",1,1,"D",0,"general",0,"37136",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3532,"1010","0000","REFUND   90 CENTS","MISC","1","-0.70","0.000","-0.90","1","-0.700","0.000","-0.90","NoTax","REFUND",,"UNKNOWN","0.00",0,"0.00",1,1,"D",0,"general",0,"80588",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3533,"8873900000","0000","CALDERA IPA 6PKS","6PK","1","9.00","0.000","12.99","1","9.000","0.000","12.99","Tax","6-PKBEER",,"NULL","0.00",0,"30.72",4,1,"D",0,"general",0,"62397",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3534,"8700000761, 8800403731","08776101, 0000","SEAGRAMS VO CANADIAN WHISKEY 375ML","375ML","1","6.07","0.000","10.49","1","6.070","0.000","10.49","Tax","WHISKEY","LIQUOR","CDI","1.00, 0.00",1,"42.14",0,0,"D",0,"general",0,"29685",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3536,"5391500828","853915008285","OLE SMOKY MOONSHINE BUTTER PECAN 50ML","50ML","1","2.05","12.300","2.79","1","2.050","12.300","2.79","Tax","LIQUOR","LIQUOR","MARTIGNETTI ","0.00",0,"26.52",3,3,"D",0,"general","6749186","58451",6,,,,,0,0,"Inventory Item","Environmental fee","No Deposit",0,0,0,0,,,0,0
3537,"8500000312","0000","LIVINGSTON CABERNET SAUVIGNON 3L","3LT","1","10.23","0.000","12.99","1","10.230","0.000","12.99","Tax","US WINE","WINE","CDI MERCH-D","0.00",0,"21.25",3,1,"D",0,"general",0,"77901",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3539,"7297550812","0000","STILLWATER VARIETY 12PK","12PK","1","15.59","0.000","19.99","1","15.590","0.000","19.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.01",2,1,"D",0,"general",0,"55053",2,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
3540,"5044400701","0000","HARMITHURSH","MISC","1","6.66","0.000","8.99","1","6.660","0.000","8.99","Tax","BEER","BEER","NULL","0.00",0,"25.92",1,1,"D",0,"general",0,"38582",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3541,"1564300545","015643005459","CHATEAU FAGE GRAVES DE VAYRES BLANC","750ML","1","8.00","0.000","11.99","1","8.000","0.000","11.99","Tax","IMPORTED WINE","WINE","TOUTON MONSIEUR TOUTON SELECTION LTD","0.00",0,"33.28",12,2,"D",0,"general","130-21","08459",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3548,"4543211833","0000","BLUE RIBBON CLASSICS VARIETY 15PK CAN","15PK","1","16.00","0.000","21.99","1","16.000","0.000","21.99","Tax","CRAFT BEER","BEER","NULL","0.00",0,"27.24",1,1,"D",0,"general",0,"10671",1,,,,,0,0,"Inventory Item",,"18PK",0,0,0,0,,,0,0
3551,"3625174264","0000","STONE LAGER 6PK","6PK","1","8.25","0.000","11.99","1","8.250","0.000","11.99","Tax","6-PKBEER",,"NULL","0.00",0,"31.19",4,1,"D",0,"general",0,"05856",4,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3552,"8175381021","0000","NAVAN VANILA LIQUEUR 750ML","750ML","1","29.99","0.000","39.99","1","29.990","0.000","39.99","Tax","LIQUOR","LIQUOR","BRESCOME","0.00",0,"25.01",12,1,"D",0,"general",0,"21580",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3555,"8711030047","0000","CH.ST.NICHOLAS CHARD 750ML","750ML","1","4.91","0.000","8.99","1","4.910","0.000","8.99","Tax","WINE","WINE","NULL","0.00",0,"45.38",12,1,"D",0,"general",0,"58969",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3557,"8500001560","0000","SEBEKA SHIRAZ 750ML","750ML","1","5.33","0.000","6.99","1","5.330","0.000","6.99","Tax","WINE","WINE","CDI MERCH-D","0.00",0,"23.75",12,1,"D",0,"general",0,"85212",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3560,"9055980100","790559801004","GUIGAL COTE DU RHONE BLANC ",,"1","12.00","0.000","18.99","1","12.000","0.000","18.99","Tax","WINE","WINE","NULL","0.00",0,"36.81",2,2,"D",0,"general",0,"90468",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3561,"8273464224","082734642244","NATURA ROSE ORGANIC",,"1","7.33","0.000","12.99","1","7.330","0.000","12.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"43.57",0,0,"D",0,"general",0,"49671",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
